VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	AMER	W/Y	1990	111	1426	239	206	402	37	0	79	2500
PASSENGER	AMER	W/Y	1989	0	4	0	0	1	0	0	0	5
PASSENGER	AMER	WRA	1988	112	2056	269	241	428	57	0	55	3218
PASSENGER	AMER	WRA	1987	128	1620	238	205	318	40	0	32	2581
PASSENGER	AMER	***	2019	0	0	1	0	0	0	0	0	1
PASSENGER	AMER	***	2018	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2017	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2016	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2015	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2013	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2012	1	0	0	0	1	0	0	0	2
PASSENGER	AMER	***	2011	0	2	0	0	0	0	0	0	2
PASSENGER	AMER	***	2010	0	0	0	0	0	1	0	0	1
PASSENGER	AMER	***	2009	1	1	1	0	1	0	0	0	4
PASSENGER	AMER	***	2008	1	3	0	0	1	0	0	0	5
PASSENGER	AMER	***	2007	2	2	0	0	0	1	0	0	5
PASSENGER	AMER	***	2006	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	2005	1	3	0	0	0	0	0	0	4
PASSENGER	AMER	***	2004	4	0	0	0	0	0	0	0	4
PASSENGER	AMER	***	2003	3	4	1	0	1	0	0	1	10
PASSENGER	AMER	***	2002	0	0	0	0	0	0	0	1	1
PASSENGER	AMER	***	2001	2	1	0	0	0	0	0	0	3
PASSENGER	AMER	***	2000	4	3	0	0	1	0	0	0	8
PASSENGER	AMER	***	1999	2	5	0	0	0	0	0	0	7
PASSENGER	AMER	***	1998	6	3	0	0	1	0	0	0	10
PASSENGER	AMER	***	1997	2	0	0	0	2	0	0	0	4
PASSENGER	AMER	***	1996	3	3	0	0	0	0	0	0	6
PASSENGER	AMER	***	1995	2	3	2	0	0	1	0	1	9
PASSENGER	AMER	***	1994	1	1	0	0	0	0	0	1	3
PASSENGER	AMER	***	1993	1	0	0	0	0	1	0	0	2
PASSENGER	AMER	***	1992	5	218	26	99	35	6	0	6	395
PASSENGER	AMER	***	1991	20	2119	234	908	355	91	0	46	3773
PASSENGER	AMER	***	1990	22	3450	367	1256	671	122	0	34	5922
PASSENGER	AMER	***	1989	0	14	0	12	4	1	0	1	32
PASSENGER	AMER	***	1988	24	5635	516	1561	1193	154	0	48	9131
PASSENGER	AMER	***	1987	34	4686	369	2009	813	152	0	17	8080
PASSENGER	AMER	***	1986	11	4396	357	2207	736	161	0	7	7875
PASSENGER	AMER	***	1985	18	4847	344	2613	859	184	0	1	8866
PASSENGER	AMER	***	1984	6	4775	296	2718	943	187	0	2	8927
PASSENGER	AMER	***	1983	11	3614	230	2197	611	115	0	2	6780
PASSENGER	AMER	***	1982	18	2602	176	1529	336	99	0	4	4764
PASSENGER	AMER	***	1981	13	4265	344	2677	542	167	0	2	8010
PASSENGER	AMER	***	1980	10	4995	402	3466	518	175	0	5	9571
PASSENGER	AMER	***	1979	18	4320	379	3249	425	128	0	0	8519
PASSENGER	AMER	***	1978	13	4386	394	3443	384	118	0	1	8739
PASSENGER	AMER	***	1977	24	5492	540	4268	426	168	0	1	10919
PASSENGER	AMER	***	1976	25	7998	919	6525	583	284	0	1	16335
PASSENGER	AMER	***	1975	9	6038	878	4879	376	215	0	0	12395
PASSENGER	AMER	***	1974	39	9272	1883	7495	460	365	0	1	19515
PASSENGER	AMER	***	1973	37	5572	1239	4080	187	233	0	2	11350
PASSENGER	AMER	***	1972	22	3328	850	2309	79	131	0	0	6719
PASSENGER	AMER	***	1971	22	2719	766	1806	73	98	0	2	5486
PASSENGER	AMER	***	1970	28	2226	691	1466	55	93	0	1	4560
PASSENGER	AMER	***	1969	48	1807	647	1109	35	71	0	4	3721
PASSENGER	AMER	***	1968	47	1732	528	867	45	55	0	0	3274
PASSENGER	AMER	***	1967	13	907	245	519	14	35	0	0	1733
PASSENGER	AMER	***	1966	18	908	238	431	24	26	0	3	1648
PASSENGER	AMER	***	1965	26	716	202	326	22	28	0	2	1322
PASSENGER	AMER	***	1964	32	600	140	230	12	23	0	0	1037
PASSENGER	AMER	***	1963	16	336	102	134	5	12	0	0	605
PASSENGER	AMER	***	1962	7	75	13	29	3	0	0	0	127
PASSENGER	AMER	***	1961	1	37	9	13	3	1	0	0	64
PASSENGER	AMER	***	1960	2	15	7	6	1	1	0	0	32
PASSENGER	AMER	***	1959	0	12	7	2	0	2	0	1	24
PASSENGER	AMER	***	1958	2	3	1	1	0	0	0	0	7
PASSENGER	AMER	***	1957	3	4	2	0	0	0	0	0	9
PASSENGER	AMER	***	1956	0	3	0	1	0	0	0	0	4
PASSENGER	AMER	***	1955	0	3	2	0	0	0	0	0	5
PASSENGER	AMER	***	1954	0	1	1	1	0	1	0	0	4
PASSENGER	AMER	***	1953	0	0	0	1	0	0	0	0	1
PASSENGER	AMER	***	1952	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	1951	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	1948	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	1947	0	1	1	2	0	0	0	0	4
PASSENGER	AMER	***	1946	0	2	0	0	0	0	0	0	2
PASSENGER	AMER	***	1945	0	0	0	1	0	0	0	0	1
PASSENGER	AMER	***	1942	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	1939	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	***	1938	0	1	2	0	1	0	0	0	4
PASSENGER	AMER	***	1937	0	2	0	0	0	0	0	0	2
PASSENGER	AMER	***	1935	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	1932	0	0	1	0	0	0	0	0	1
PASSENGER	AMER	***	1928	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	1925	0	2	0	0	0	0	0	0	2
PASSENGER	AMER	***	1923	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	1919	0	6	0	0	0	0	0	0	6
PASSENGER	ASTO	***	2023	20	2	0	0	0	0	0	0	22
PASSENGER	ASTO	***	2022	25	6	0	0	0	0	0	0	31
PASSENGER	ASTO	***	2021	58	13	4	0	3	0	0	0	78
PASSENGER	ASTO	***	2020	30	7	2	0	7	0	0	0	46
PASSENGER	ASTO	***	2019	49	17	1	0	9	0	0	0	76
PASSENGER	ASTO	***	2018	17	6	0	0	6	0	0	0	29
PASSENGER	ASTO	***	2017	27	14	2	0	6	0	0	0	49
PASSENGER	ASTO	***	2016	35	15	4	0	4	0	0	0	58
PASSENGER	ASTO	***	2015	39	20	4	0	12	0	0	0	75
PASSENGER	ASTO	***	2014	33	20	5	0	21	0	0	0	79
PASSENGER	ASTO	***	2013	9	10	1	0	4	0	0	0	24
PASSENGER	ASTO	***	2012	56	25	2	0	14	0	0	0	97
PASSENGER	ASTO	***	2011	31	21	4	0	8	1	0	0	65
PASSENGER	ASTO	***	2010	36	16	3	0	9	0	1	1	66
PASSENGER	ASTO	***	2009	75	29	7	0	12	1	0	0	124
PASSENGER	ASTO	***	2008	27	26	2	0	10	0	0	2	67
PASSENGER	ASTO	***	2007	78	50	6	0	13	0	0	2	149
PASSENGER	ASTO	***	2006	44	31	4	0	9	0	0	0	88
PASSENGER	ASTO	***	2005	26	23	4	0	6	1	0	0	60
PASSENGER	ASTO	***	2004	3	1	0	0	1	0	0	0	5
PASSENGER	ASTO	***	2003	12	11	3	0	4	0	0	1	31
PASSENGER	ASTO	***	2002	7	10	1	0	1	0	0	0	19
PASSENGER	ASTO	***	2001	11	9	0	0	1	0	0	0	21
PASSENGER	ASTO	***	2000	6	8	2	0	1	0	0	1	18
PASSENGER	ASTO	***	1998	5	3	0	0	1	0	0	0	9
PASSENGER	ASTO	***	1997	4	5	1	0	3	0	0	0	13
PASSENGER	ASTO	***	1995	0	2	0	0	0	0	0	0	2
PASSENGER	ASTO	***	1992	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1991	1	1	0	0	0	0	0	0	2
PASSENGER	ASTO	***	1989	0	2	0	0	0	0	0	0	2
PASSENGER	ASTO	***	1988	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1987	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1986	1	0	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1985	1	0	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1984	0	1	0	0	2	0	0	0	3
PASSENGER	ASTO	***	1982	2	0	0	0	0	1	0	0	3
PASSENGER	ASTO	***	1981	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1980	0	0	0	0	1	0	0	0	1
PASSENGER	ASTO	***	1978	3	4	0	0	0	0	0	0	7
PASSENGER	ASTO	***	1977	1	2	2	0	1	1	0	0	7
PASSENGER	ASTO	***	1976	1	2	0	0	0	0	0	0	3
PASSENGER	ASTO	***	1975	0	1	1	0	1	1	0	0	4
PASSENGER	ASTO	***	1974	0	5	0	0	0	0	0	0	5
PASSENGER	ASTO	***	1973	0	0	0	0	1	0	0	0	1
PASSENGER	ASTO	***	1972	1	2	0	0	1	0	0	0	4
PASSENGER	ASTO	***	1971	0	1	0	0	1	0	0	0	2
PASSENGER	ASTO	***	1970	0	4	1	0	0	0	0	0	5
PASSENGER	ASTO	***	1969	1	1	1	0	1	0	0	0	4
PASSENGER	ASTO	***	1968	0	3	1	0	0	0	0	0	4
PASSENGER	ASTO	***	1967	1	1	0	0	0	0	0	0	2
PASSENGER	ASTO	***	1966	0	1	1	0	0	0	0	0	2
PASSENGER	ASTO	***	1965	1	2	0	0	0	0	0	0	3
PASSENGER	ASTO	***	1964	0	0	0	0	0	1	0	0	1
PASSENGER	ASTO	***	1963	1	2	1	0	0	0	0	0	4
PASSENGER	ASTO	***	1962	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1961	0	5	2	0	0	0	0	0	7
PASSENGER	ASTO	***	1960	0	0	0	0	1	0	0	0	1
PASSENGER	ASTO	***	1959	1	2	0	0	0	0	0	0	3
PASSENGER	ASTO	***	1958	1	3	1	0	1	0	0	0	6
PASSENGER	ASTO	***	1957	0	2	1	0	0	0	0	0	3
PASSENGER	ASTO	***	1956	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1955	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1953	0	1	1	0	0	0	0	0	2
PASSENGER	ASTO	***	1951	0	1	1	0	0	0	0	0	2
PASSENGER	ASTO	***	1950	0	1	0	0	0	0	0	0	1
PASSENGER	ASTO	***	1930	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	AA6	2023	167	2	0	0	0	0	0	0	169
PASSENGER	AUDI	AA6	2022	341	9	3	0	1	0	0	0	354
PASSENGER	AUDI	AA6	2021	433	66	9	0	5	0	0	0	513
PASSENGER	AUDI	AA6	2008	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	AA6	2000	0	0	0	0	0	0	0	1	1
PASSENGER	AUDI	AA6	1999	0	2	2	2	1	0	0	1	8
PASSENGER	AUDI	AA6	1998	1	7	1	4	0	0	0	0	13
PASSENGER	AUDI	AA6	1996	2	16	1	9	2	1	0	0	31
PASSENGER	AUDI	AA6	1995	0	27	3	15	3	0	0	0	48
PASSENGER	AUDI	AQ3	2023	445	1	0	0	0	0	0	0	446
PASSENGER	AUDI	AQ3	2022	2485	79	6	0	11	0	0	0	2581
PASSENGER	AUDI	AQ3	2021	2753	276	31	0	35	0	0	0	3095
PASSENGER	AUDI	AQ3	2020	2554	250	46	0	43	3	0	0	2896
PASSENGER	AUDI	AQ3	2019	0	0	0	0	1	0	0	0	1
PASSENGER	AUDI	AQ3	2018	1186	153	50	1	74	1	0	1	1466
PASSENGER	AUDI	AQ3	2017	576	114	40	1	125	4	0	0	860
PASSENGER	AUDI	AQ3	2016	1033	214	77	2	178	12	0	0	1516
PASSENGER	AUDI	AQ3	2015	1105	231	77	6	97	1	0	3	1520
PASSENGER	AUDI	AQ5	2023	5	0	0	0	0	0	0	0	5
PASSENGER	AUDI	AQ5	2022	57	0	0	0	1	0	0	0	58
PASSENGER	AUDI	AQ5	2021	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	AQ5	2020	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	AQ5	2017	1238	217	66	1	204	11	0	2	1739
PASSENGER	AUDI	AQ5	2016	1574	282	86	9	195	21	1	2	2170
PASSENGER	AUDI	AQ5	2015	2410	408	168	7	205	17	0	2	3217
PASSENGER	AUDI	AQ5	2014	2181	475	196	16	232	25	1	9	3135
PASSENGER	AUDI	AQ5	2013	1239	328	161	9	139	21	0	5	1902
PASSENGER	AUDI	AQ5	2012	2015	594	220	29	197	40	1	17	3113
PASSENGER	AUDI	AQ5	2011	1240	417	158	26	130	35	0	5	2011
PASSENGER	AUDI	AQ5	2010	860	322	101	24	132	20	0	9	1468
PASSENGER	AUDI	AQ5	2009	24	9	5	1	6	0	0	0	45
PASSENGER	AUDI	AQ7	2023	174	1	0	0	0	0	0	0	175
PASSENGER	AUDI	AQ7	2022	584	13	4	0	1	0	0	0	602
PASSENGER	AUDI	AQ7	2021	716	70	8	0	13	0	0	0	807
PASSENGER	AUDI	AQ7	2020	2	0	0	0	0	0	0	0	2
PASSENGER	AUDI	AQ7	2019	679	184	21	0	24	7	0	1	916
PASSENGER	AUDI	AQ7	2018	1096	656	38	0	64	24	0	11	1889
PASSENGER	AUDI	AQ7	2017	894	977	92	2	249	81	0	1	2296
PASSENGER	AUDI	AQ7	2015	1050	200	76	4	77	8	1	3	1419
PASSENGER	AUDI	AQ7	2014	637	175	57	3	57	8	1	1	939
PASSENGER	AUDI	AQ7	2013	656	215	77	7	51	13	1	3	1023
PASSENGER	AUDI	AQ7	2012	573	237	75	12	64	32	0	12	1005
PASSENGER	AUDI	AQ7	2011	488	239	97	39	105	33	0	7	1008
PASSENGER	AUDI	AQ7	2010	51	24	15	4	11	1	0	0	106
PASSENGER	AUDI	AQ7	2009	135	85	32	14	36	9	0	1	312
PASSENGER	AUDI	AQ7	2008	143	133	64	10	35	11	0	8	404
PASSENGER	AUDI	AQ7	2007	349	453	214	60	137	42	0	21	1276
PASSENGER	AUDI	AQ8	2023	984	7	0	0	1	0	0	0	992
PASSENGER	AUDI	AQ8	2022	2358	83	7	0	3	0	0	1	2452
PASSENGER	AUDI	AQ8	2021	2781	301	50	0	16	1	0	0	3149
PASSENGER	AUDI	AQ8	2020	237	53	8	0	5	1	0	0	304
PASSENGER	AUDI	AQ8	2019	956	327	50	1	70	5	0	0	1409
PASSENGER	AUDI	AQ8	1997	3	47	15	9	16	0	0	5	95
PASSENGER	AUDI	ARG	2023	29	0	0	0	1	0	0	0	30
PASSENGER	AUDI	ARG	2022	94	28	0	0	5	1	0	0	128
PASSENGER	AUDI	ARG	2021	104	99	2	0	24	3	0	0	232
PASSENGER	AUDI	ARG	2020	19	6	0	0	5	0	0	0	30
PASSENGER	AUDI	ASL	2016	1	1	0	0	0	0	0	0	2
PASSENGER	AUDI	ASL	2015	95	24	4	0	9	1	0	0	133
PASSENGER	AUDI	ASL	2014	86	25	7	2	14	1	0	0	135
PASSENGER	AUDI	ASL	2013	89	28	9	1	19	1	0	2	149
PASSENGER	AUDI	ASL	2012	122	37	15	3	22	3	1	3	206
PASSENGER	AUDI	ASL	2011	9	4	1	1	3	0	0	0	18
PASSENGER	AUDI	ASL	2010	51	19	11	1	9	1	0	0	92
PASSENGER	AUDI	ATN	2023	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	ATN	2022	11	2	0	0	0	0	0	0	13
PASSENGER	AUDI	ATN	2021	7	1	0	0	0	0	0	0	8
PASSENGER	AUDI	ATN	2020	6	1	0	0	0	0	0	0	7
PASSENGER	AUDI	ATN	2019	33	4	0	0	4	0	0	0	41
PASSENGER	AUDI	ATN	2018	70	14	4	0	6	1	0	0	95
PASSENGER	AUDI	ATN	2017	86	23	7	0	11	2	0	0	129
PASSENGER	AUDI	ATN	2016	146	42	13	0	33	3	0	0	237
PASSENGER	AUDI	ATN	2015	41	8	2	0	11	0	0	0	62
PASSENGER	AUDI	ATN	2006	4	2	0	0	0	0	0	0	6
PASSENGER	AUDI	ATN	2005	2	3	0	1	0	0	0	0	6
PASSENGER	AUDI	ATN	2004	31	14	3	1	4	0	0	2	55
PASSENGER	AUDI	ATN	2003	41	33	6	1	6	1	0	1	89
PASSENGER	AUDI	ATN	2002	9	7	4	0	5	0	0	0	25
PASSENGER	AUDI	ATN	2001	40	21	4	0	15	1	0	2	83
PASSENGER	AUDI	ATN	2000	6	9	1	1	2	0	0	0	19
PASSENGER	AUDI	ATQ	2006	13	12	0	0	5	1	0	0	31
PASSENGER	AUDI	ATQ	2005	35	17	4	0	7	1	0	1	65
PASSENGER	AUDI	ATQ	2004	51	37	4	0	8	0	0	0	100
PASSENGER	AUDI	ATQ	2003	64	49	13	2	17	0	0	0	145
PASSENGER	AUDI	ATQ	2002	165	103	23	12	37	1	0	5	346
PASSENGER	AUDI	ATQ	2001	270	272	48	16	132	5	0	16	759
PASSENGER	AUDI	ATQ	2000	85	147	29	13	49	4	0	11	338
PASSENGER	AUDI	AT3	2008	228	79	19	1	73	3	0	1	404
PASSENGER	AUDI	AT3	2006	17	9	1	0	2	1	0	0	30
PASSENGER	AUDI	AT3	2005	23	12	1	0	10	0	0	0	46
PASSENGER	AUDI	AT3	2004	28	30	7	1	3	0	0	2	71
PASSENGER	AUDI	A18	2019	0	0	0	0	1	0	0	0	1
PASSENGER	AUDI	A18	2016	232	55	11	4	30	0	0	0	332
PASSENGER	AUDI	A18	2015	250	39	23	3	36	0	0	1	352
PASSENGER	AUDI	A3	2023	21	0	0	0	0	0	0	0	21
PASSENGER	AUDI	A3	2022	345	7	0	0	1	0	0	0	353
PASSENGER	AUDI	A3	2019	5	0	0	0	1	0	0	0	6
PASSENGER	AUDI	A3	2017	3	0	0	0	0	0	0	0	3
PASSENGER	AUDI	A3	2015	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2014	0	7	0	0	0	0	0	0	7
PASSENGER	AUDI	A3	2013	4	0	0	0	0	0	0	0	4
PASSENGER	AUDI	A3	2012	4	1	0	0	1	0	0	0	6
PASSENGER	AUDI	A3	2011	0	0	0	0	1	0	0	0	1
PASSENGER	AUDI	A3	2010	2	0	1	0	0	0	0	0	3
PASSENGER	AUDI	A3	2009	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2008	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2007	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2006	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2005	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2004	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	2000	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A3	1997	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A3P	2023	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A3P	2022	70	6	0	0	1	0	0	0	77
PASSENGER	AUDI	A3P	2021	4	2	0	0	0	0	0	0	6
PASSENGER	AUDI	A3P	2020	338	46	6	0	9	0	0	1	400
PASSENGER	AUDI	A3P	2019	418	80	19	1	44	1	0	1	564
PASSENGER	AUDI	A3P	2018	468	82	27	0	47	1	0	0	625
PASSENGER	AUDI	A3P	2017	276	88	25	1	70	2	0	0	462
PASSENGER	AUDI	A3P	2016	368	104	42	5	123	4	0	0	646
PASSENGER	AUDI	A3P	2015	358	84	26	5	58	4	0	0	535
PASSENGER	AUDI	A3P	2013	29	5	0	2	3	0	0	0	39
PASSENGER	AUDI	A3P	2012	4	2	0	3	0	0	0	0	9
PASSENGER	AUDI	A3P	2011	3	0	1	10	1	1	0	0	16
PASSENGER	AUDI	A3P	2010	1	1	0	1	0	0	0	0	3
PASSENGER	AUDI	A3P	2008	4	4	1	0	2	0	0	0	11
PASSENGER	AUDI	A3P	2007	95	91	24	31	44	2	0	8	295
PASSENGER	AUDI	A3P	2006	136	157	41	47	62	14	0	19	476
PASSENGER	AUDI	A3U	2023	9	0	0	0	0	0	0	0	9
PASSENGER	AUDI	A3U	2022	83	3	1	0	3	0	0	0	90
PASSENGER	AUDI	A3U	2021	42	4	2	0	0	0	0	0	48
PASSENGER	AUDI	A3U	2020	127	14	3	0	2	1	0	0	147
PASSENGER	AUDI	A3U	2019	66	4	1	0	3	0	0	0	74
PASSENGER	AUDI	A3U	2018	13	1	1	0	1	0	0	0	16
PASSENGER	AUDI	A3U	2017	17	4	1	0	7	0	0	0	29
PASSENGER	AUDI	A3U	2016	17	2	0	0	10	0	0	0	29
PASSENGER	AUDI	A3U	2015	271	56	23	5	39	1	0	1	396
PASSENGER	AUDI	A3U	2013	3	1	0	1	1	0	0	0	6
PASSENGER	AUDI	A3U	2012	7	2	0	2	3	0	0	0	14
PASSENGER	AUDI	A3U	2011	8	2	0	6	1	0	0	0	17
PASSENGER	AUDI	A3U	2010	4	4	4	18	3	0	0	0	33
PASSENGER	AUDI	A32	2019	5	2	1	0	1	0	0	0	9
PASSENGER	AUDI	A32	2018	2	0	0	0	0	0	0	0	2
PASSENGER	AUDI	A32	2015	2	1	0	0	0	0	0	0	3
PASSENGER	AUDI	A32	2013	19	7	1	1	2	0	0	0	30
PASSENGER	AUDI	A32	2012	332	81	28	9	48	2	0	2	502
PASSENGER	AUDI	A32	2011	297	81	24	14	46	3	0	4	469
PASSENGER	AUDI	A32	2010	105	32	18	15	18	1	0	3	192
PASSENGER	AUDI	A32	2009	361	159	74	37	84	6	0	11	732
PASSENGER	AUDI	A32	2008	239	133	54	42	71	5	0	18	562
PASSENGER	AUDI	A32	2007	129	106	37	23	42	9	0	10	356
PASSENGER	AUDI	A32	2006	58	79	31	25	29	9	0	4	235
PASSENGER	AUDI	A4A	2023	6	0	0	0	0	0	0	0	6
PASSENGER	AUDI	A4A	2022	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A4A	2021	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A4A	2014	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A4A	2013	3	1	2	0	1	0	0	0	7
PASSENGER	AUDI	A4A	2012	45	12	4	2	8	0	0	0	71
PASSENGER	AUDI	A4A	2011	161	57	11	4	27	2	0	1	263
PASSENGER	AUDI	A4A	2005	47	90	17	27	29	4	0	8	222
PASSENGER	AUDI	A4A	2004	43	136	19	41	39	5	0	15	298
PASSENGER	AUDI	A4A	2003	51	139	22	61	36	3	0	5	317
PASSENGER	AUDI	A4A	2002	10	42	11	12	11	2	0	3	91
PASSENGER	AUDI	A4A	2001	1	0	0	0	1	0	0	0	2
PASSENGER	AUDI	A4A	2000	0	0	0	1	0	0	0	0	1
PASSENGER	AUDI	A4A	1999	0	0	0	1	0	0	0	0	1
PASSENGER	AUDI	A4L	2023	23	0	0	0	0	0	0	0	23
PASSENGER	AUDI	A4L	2022	13	2	0	0	0	0	0	0	15
PASSENGER	AUDI	A4L	2021	38	3	0	0	1	0	0	0	42
PASSENGER	AUDI	A4L	2020	29	4	0	0	2	0	0	0	35
PASSENGER	AUDI	A4L	2019	47	9	0	0	4	0	0	0	60
PASSENGER	AUDI	A4L	2018	201	24	10	0	15	2	0	0	252
PASSENGER	AUDI	A4L	2017	151	35	10	0	22	1	0	1	220
PASSENGER	AUDI	A4L	2016	100	23	6	0	15	1	0	0	145
PASSENGER	AUDI	A4L	2015	156	40	10	3	29	2	0	0	240
PASSENGER	AUDI	A4L	2014	145	38	10	0	23	1	0	0	217
PASSENGER	AUDI	A4L	2013	179	49	13	2	24	0	0	0	267
PASSENGER	AUDI	A42	2023	2	0	0	0	0	0	0	0	2
PASSENGER	AUDI	A42	2021	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A42	2015	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A42	2014	0	1	0	0	1	0	0	0	2
PASSENGER	AUDI	A42	2013	5	2	0	0	2	0	0	0	9
PASSENGER	AUDI	A42	2012	581	197	60	26	118	6	0	8	996
PASSENGER	AUDI	A42	2011	872	312	133	44	126	19	0	7	1513
PASSENGER	AUDI	A42	2010	765	304	129	50	123	19	0	12	1402
PASSENGER	AUDI	A42	2009	953	536	259	82	250	28	0	40	2148
PASSENGER	AUDI	A42	2008	75	38	18	9	30	6	0	4	180
PASSENGER	AUDI	A42	2007	0	2	0	0	0	0	0	0	2
PASSENGER	AUDI	A42	2006	112	176	48	69	72	13	0	13	503
PASSENGER	AUDI	A42	2000	3	51	11	13	11	0	0	4	93
PASSENGER	AUDI	A5	2023	7	0	0	0	0	0	0	0	7
PASSENGER	AUDI	A5	2022	23	3	0	0	1	0	0	0	27
PASSENGER	AUDI	A5	2021	36	4	1	0	0	0	0	0	41
PASSENGER	AUDI	A5	2020	493	57	13	0	9	0	0	0	572
PASSENGER	AUDI	A5	2019	921	180	34	1	49	3	0	0	1188
PASSENGER	AUDI	A5	2018	1489	358	99	1	106	14	0	0	2067
PASSENGER	AUDI	A5	2017	0	2	0	0	0	0	0	0	2
PASSENGER	AUDI	A5	2014	3	1	0	0	0	0	0	0	4
PASSENGER	AUDI	A5	2013	27	6	2	0	3	0	0	0	38
PASSENGER	AUDI	A5	2012	3	1	0	0	0	0	0	0	4
PASSENGER	AUDI	A5	2011	1	1	0	0	0	1	0	0	3
PASSENGER	AUDI	A5	2010	2	0	0	0	0	0	0	0	2
PASSENGER	AUDI	A5	2008	0	0	0	0	1	0	0	0	1
PASSENGER	AUDI	A5C	2023	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A5C	2022	2	0	0	0	0	0	0	0	2
PASSENGER	AUDI	A5C	2021	1	0	0	0	0	0	0	0	1
PASSENGER	AUDI	A5C	2020	0	1	0	0	0	0	0	0	1
PASSENGER	AUDI	A5C	2013	39	5	1	0	9	0	0	0	54
PASSENGER	AUDI	A5C	2012	4	1	0	0	1	0	0	0	6
PASSENGER	AUDI	A5C	2011	99	19	9	1	12	0	0	0	140
PASSENGER	AUDI	A5C	2009	112	50	17	3	20	3	0	3	208
PASSENGER	AUDI	A5C	2008	0	3	0	0	0	0	0	0	3
PASSENGER	AUDI	A5L	2015	1	1	1	0	0	0	0	0	3
PASSENGER	AUDI	A5L	2014	2	2	0	0	0	0	0	0	4
PASSENGER	AUDI	A5L	2013	5	2	2	0	1	0	0	0	10
PASSENGER	AUDI	A5L	2012	67	21	7	1	10	1	0	0	107
PASSENGER	AUDI	A5L	2011	21	4	6	1	1	0	0	0	33
PASSENGER	AUDI	A5L	2010	194	75	30	10	31	6	0	5	351
PASSENGER	AUDI	A5P	2014	106	36	12	3	22	5	0	1	185
PASSENGER	AUDI	A5P	2013	220	57	22	3	22	1	0	4	329
PASSENGER	AUDI	A5P	2012	1	0	0	0	2	0	0	0	3
PASSENGER	AUDI	A5P	2011	5	4	2	1	2	0	0	0	14
PASSENGER	AUDI	A5P	2010	34	25	17	4	12	1	0	4	97
PASSENGER	AUDI	A5R	2018	26	12	5	0	3	0	0	0	46
PASSENGER	AUDI	A5R	2017	44	26	3	0	7	0	0	0	80
PASSENGER	AUDI	A5R	2013	3	0	0	0	1	0	0	0	4
PASSENGER	AUDI	A5R	2012	74	21	0	4	9	0	0	1	109
PASSENGER	AUDI	A5R	2011	6	3	1	0	1	0	0	0	11
PASSENGER	AUDI	A5R	2010	59	26	9	3	8	2	0	1	108
PASSENGER	AUDI	A52	2018	2	0	0	0	0	0	0	0	2
